htid,title,org
uc1.b3991764,Our union how and why ,Amalgamated Clothing Workers of America 
uc2.ark:/13960/t6736qj4q,Some resources for work with girls and young women in towns ,Young Women's Christian Association of the U.S.A National Board. 
uiug.30112042646528,"Young Women's Christian Association Jacksonville, Florida ","Young Women's Christian Association (Jacksonville, Fla.) "
uiug.30112042666948,"Annual report (Young Women's Christian Association (Madison, Wis.)) <, 1915-> ","Young Women's Christian Association (Madison, Wis.) "
uc2.ark:/13960/t6930r92c,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Research Dept. 
uc1.b3991769,"Needle and thread, 1915-1960 45 years Amalgamated Clothing Workers of America ",Amalgamated Clothing Workers of America New York Joint Board. 
uc2.ark:/13960/t6f194w4g,The academic alchemist A musical comedy presented by alumni and students of the University of Chicago ,University of Chicago Settlement League Benefit Fund. 
uc1.b4005143,Preamble and Constitution ,Industrial Workers of the World 
uiug.30112061738669,Large city school systems studies of seven cities ,League of Women Voters (U.S.) 
uc2.ark:/13960/t7br8t75x,"Report of the Overseas committee of the War work council of the Young women's Christian association, 1917-1920 ",Young Women's Christian Association of the U.S.A National Board. War work council. Overseas committee. 
uiug.30112063008459,Proceedings of the ... national convention of the Young Women's Christian Associations of the United States of America ,Young Women's Christian Association of the U.S.A 
uc1.b4005144,Preamble and Constitution ,Industrial Workers of the World 
uc2.ark:/13960/t8bg2mx3p,"I. W. W., one big union of all the workers the greatest thing on earth ",Industrial Workers of the World 
coo.31924062801950,"Know your schools a guide to education in Tompkins County, New York ","League of Women Voters of Tompkins County (Tompkins County, N.Y.) "
uc1.b4130639,The Amalgamated in Cincinnati a record of struggle and achievement ,Amalgamated Clothing Workers of America Cincinnati joint board. 
uiug.30112063008459,Report of the ... biennial convention 1932 ,Young Women's Christian Association of the U.S.A 
uc2.ark:/13960/t9959g000,Case is altered ,University of Chicago Settlement league. 
uc1.b4138024,Englewood project ,Juvenile Protective Association of Chicago 
uiug.30112001816054,"Chicago Commons, thirty years and after, 1894-1924 ",Chicago Commons Association 
uiug.30112063008467,Proceedings ... national convention ,Young Women's Christian Association of the U.S.A 
uiug.30112063008467,Report of the ... biennial convention 1932 ,Young Women's Christian Association of the U.S.A 
uiug.30112003271217,Preamble and constitution of the Industrial Workers of the World ,Industrial Workers of the World 
uiug.30112063305558,Know your towns ,"League of Women Voters of Champaign County, Illinois "
uiug.30112033797686,"Annual report of the Young Women's Christian Association of Dayton, Ohio ","Young Women's Christian Association (Dayton, Ohio) "
uiug.30112064447433,"Jesus, the man of Galilee studies in the life of Jesus arranged for secondary school students, adapted both to class use and personal study ",Young Women's Christian Association of the U.S.A National Board. 
uc1.b4138024,Report on the Englewood project a project for treatment of pre-delinquent children ,Juvenile Protective Association of Chicago 
uc1.b4145859,California voters' handbook ,League of Women Voters of California 
uc1.b4145862,California voters' handbook ,League of Women Voters of California 
uc1.b4145865,California voters' handbook ,League of Women Voters of California 
uc1.b4310182,Crisis: the condition of the American city ,League of Women Voters (U.S.) 
uc1.b4447405,Let's look at assessment practices ,League of Women Voters of California 
uiug.30112039963316,By-laws and model by-laws for sections 1938/41 (16th) ,National Council of Jewish Women 
uc1.b4448316,New Jersey: spotlight on government ,League of Women Voters of New Jersey 
uiug.30112067578036,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uiug.30112070086795,The Activist ,Students for a Democratic Society (U.S.) 
uiug.30112070715450,The merit system in Massachusetts a study of public personnel administration in the Commonwealth ,League of Women Voters of Massachusetts 
uiug.30112083784022,Preamble and constitution of the Industrial Workers of the World ,Industrial Workers of the World 
uiug.30112039963316,"Constitution of Council of Jewish Women and constitution for senior sections and for sections of the Council of Jewish Juniors, as amended at the triennial convention ... [no.] <5>-6 (1<908-11>) ",National Council of Jewish Women 
uiug.30112083784048,Preamble and constitution of the Industrial Workers of the World ,Industrial Workers of the World 
uiug.30112055200361,This is Evanston ,League of Women Voters of Evanston 
uiug.30112060159776,Handbook of the Young Women's Christian Associations of the United States of America ,Young Women's Christian Association of the U.S.A National Board. 
uc1.b5010521,The revolutionary road to socialism ,Socialist Workers' Party (Great Britain) 
uiug.30112085687413,Annual report of the Juvenile Protective Association of Chicago ,Juvenile Protective Association of Chicago 
uc1.c065447610,Proceedings of the ... triennial convention ,National Council of Jewish Women 
uiug.30112085687454,Annual report of the Juvenile Protective Association of Chicago ,Juvenile Protective Association of Chicago 
uiug.30112061793524,Directions for making exhibit maps ,Young Women's Christian Association of the U.S.A Industrial Committee. 
uc2.ark:/13960/t08w39942,A child health survey of New York state an inquiry into the measures being taken in the different counties for conserving the health of children ,League of Women Voters of New York State 
uiug.30112087813504,Financial awareness for women in Indiana ,League of Women Voters of Indiana 
coo.31924064528130,Options for the 90's employer support for child care ,National Council of Jewish Women 
uc2.ark:/13960/t0js9ts0b,"Printing and the renaissance a paper read before the Fortnightly club of Rochester, New York, by John Rothwell Slater ","Fortnightly Club (Rochester, N.Y.) "
uiug.30112105577628,Yearbook ,National Council of Jewish Women New York Section. 
uiug.30112106937227,Activist and the Albatross spring 1963- ,Students for a Democratic Society (U.S.) 
uc2.ark:/13960/t25b01t4f,Christian view of work and wealth ,Young Women's Christian Association. U.S. National Board 
uiug.30112061793524,State laws affecting women in the United States and directions for making exhibit maps ,Young Women's Christian Association of the U.S.A Industrial Committee. 
uiug.30112107296714,Revised manual ,"Juvenile Protective Association, Chicago "
uc2.ark:/13960/t4th8f57j,"Manual of juvenile laws, Juvenile protective association of Chicago ",Juvenile Protective Association of Chicago 
uc2.ark:/13960/t7mp4z81c,Civil service and Connecticut ,League of Women Voters of Connecticut 
uiug.30112109813854,Annual report ,"Young Women's Christian Association of the U.S.A Duluth, Minn. "
uiug.30112063008467,Proceedings of the ... national convention of the Young Women's Christian Associations of the United States of America ,Young Women's Christian Association of the U.S.A 
uiuo.ark:/13960/t0ns0nb1f,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uc2.ark:/13960/t9959g000,"At the Auditorium playe-house Chicago neare to the bank-side, Saturday evening, the seventeenth of Maye next, a right mery and wittie comedie intituled The case is alterd ",University of Chicago Settlement league. 
uiuo.ark:/13960/t0rr1qz4r,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Chicago Joint Board. 
ucbk.ark:/28722/h22g6v,Proceedings of the ... triennial convention ,National Council of Jewish Women 
uiuo.ark:/13960/t1fj6wp9z,Illinois student vote an opportunity for you and your students to actively participate in the electoral process ,League of Women Voters of Illinois 
uiug.30112063008475,Proceedings ... national convention ,Young Women's Christian Association of the U.S.A 
uiuo.ark:/13960/t1fj6wp9z,Illinois students vote ,League of Women Voters of Illinois 
uiuc.3069141_001,A child health survey of New York state an inquiry into the measures being taken in the different counties for conserving the health of children ,League of Women Voters of New York State 
uiug.30112063625963,Reparations and war debts in 1932 ,League of Women Voters of the City of New York 
uiuo.ark:/13960/t47p8w38z,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uiug.30112064447458,A second list of plays and pageants ,Young Women's Christian Association of the U.S.A National Board. Bureau of pageantry and the drama. 
uiuo.ark:/13960/t4xg9k24c,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uiuo.ark:/13960/t8md3gw66,Annual report of the Young Women's Christian Association of Philadelphia ,Young Women's Christian Association of Philadelphia (Pa.) 
uiug.30112028997648,Housing for single-parent families ,League of Women Voters of Bergen County 
uiuo.ark:/13960/t9765ch15,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uiuo.ark:/13960/t9s17vs5g,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uiug.30112064641241,"Wage-earning girls in Cincinnati the wages, employment, housing, food, recreation and education of a sample group ","Young women's Christian associations, Cincinnati (Ohio) "
umn.31951001242920f,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.319510012429263,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.31951001242928z,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.31951001242929x,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
uiug.30112065516855,"A study of bastardy cases, taken from the Court of Domestic Relations in Chicago ",Juvenile Protective Association of Chicago 
umn.31951001242931a,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
